Year,Quarter,Type of application,Institution type group,Geographical region,Nationality, Applications 
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Oman,5
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,Pakistan,193
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Peru,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Philippines,10
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 8,Poland,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Qatar,3
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 2,Romania,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Russia,17
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Rwanda,4
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Saudi Arabia,133
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Senegal,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Serbia,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Sierra Leone,4
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Singapore,48
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,South Africa,5
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,South Korea,23
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Spain,5
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,Sri Lanka,28
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,St Lucia,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Sudan,3
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Switzerland,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Syria,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,Taiwan,19
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia Central,Tajikistan,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Tanzania,6
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Thailand,18
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Trinidad and Tobago,4
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Tunisia,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Turkey,27
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia Central,Turkmenistan,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Uganda,6
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Ukraine,6
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,United Arab Emirates,8
2021,2021 Q2,Extensions of stay,Higher Education institution,America North,United States,95
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia Central,Uzbekistan,4
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Venezuela,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Vietnam,39
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zambia,4
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zimbabwe,12
2021,2021 Q2,Visa,All other institutions,Asia Central,Afghanistan,7
2021,2021 Q2,Visa,All other institutions,Europe Other,Albania,16
2021,2021 Q2,Visa,All other institutions,Africa North,Algeria,18
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Angola,1
2021,2021 Q2,Visa,All other institutions,America Central and South,Antigua and Barbuda,2
2021,2021 Q2,Visa,All other institutions,America Central and South,Argentina,2
2021,2021 Q2,Visa,All other institutions,Europe Other,Armenia,4
2021,2021 Q2,Visa,All other institutions,Oceania,Australia,29
2021,2021 Q2,Visa,All other institutions,EU 14,Austria,18
2021,2021 Q2,Visa,All other institutions,Europe Other,Azerbaijan,6
2021,2021 Q2,Visa,All other institutions,Middle East,Bahrain,2
2021,2021 Q2,Visa,All other institutions,Asia South,Bangladesh,123
2021,2021 Q2,Visa,All other institutions,America Central and South,Barbados,3
2021,2021 Q2,Visa,All other institutions,Europe Other,Belarus,1
2021,2021 Q2,Visa,All other institutions,EU 14,Belgium,8
2021,2021 Q2,Visa,All other institutions,America Central and South,Belize,1
2021,2021 Q2,Visa,All other institutions,Asia South,Bhutan,1
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Botswana,1
2021,2021 Q2,Visa,All other institutions,America Central and South,Brazil,7
2021,2021 Q2,Visa,All other institutions,Other,British overseas citizens,1
2021,2021 Q2,Visa,All other institutions,Asia South East,Brunei,6
2021,2021 Q2,Visa,All other institutions,EU 2,Bulgaria,11
2021,2021 Q2,Visa,All other institutions,Asia South East,Cambodia,4
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Cameroon,5
2021,2021 Q2,Visa,All other institutions,America North,Canada,59
2021,2021 Q2,Visa,All other institutions,America Central and South,Chile,5
2021,2021 Q2,Visa,All other institutions,Asia East,China,825
2021,2021 Q2,Visa,All other institutions,America Central and South,Colombia,6
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Congo,3
2021,2021 Q2,Visa,All other institutions,America Central and South,Costa Rica,1
2021,2021 Q2,Visa,All other institutions,EU Other,Croatia,5
2021,2021 Q2,Visa,All other institutions,EU Other,Cyprus,5
2021,2021 Q2,Visa,All other institutions,EU 8,Czechia,3
2021,2021 Q2,Visa,All other institutions,EU 14,Denmark,5
2021,2021 Q2,Visa,All other institutions,America Central and South,Dominica,1
2021,2021 Q2,Visa,All other institutions,America Central and South,Ecuador,2
2021,2021 Q2,Visa,All other institutions,Africa North,Egypt,15
2021,2021 Q2,Visa,All other institutions,EU 8,Estonia,2
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Eswatini,1
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Ethiopia,1
2021,2021 Q2,Visa,All other institutions,EU 14,Finland,3
2021,2021 Q2,Visa,All other institutions,EU 14,France,42
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,"Gambia, The",1
2021,2021 Q2,Visa,All other institutions,Europe Other,Georgia,8
2021,2021 Q2,Visa,All other institutions,EU 14,Germany,277
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Ghana,12
2021,2021 Q2,Visa,All other institutions,EU 14,Greece,3
2021,2021 Q2,Visa,All other institutions,America Central and South,Grenada,5
2021,2021 Q2,Visa,All other institutions,America Central and South,Guatemala,1
2021,2021 Q2,Visa,All other institutions,Asia East,Hong Kong,571
2021,2021 Q2,Visa,All other institutions,EU 8,Hungary,7
2021,2021 Q2,Visa,All other institutions,Asia South,India,102
2021,2021 Q2,Visa,All other institutions,Asia South East,Indonesia,12
2021,2021 Q2,Visa,All other institutions,Middle East,Iran,32
2021,2021 Q2,Visa,All other institutions,Middle East,Iraq,7
2021,2021 Q2,Visa,All other institutions,Middle East,Israel,7
2021,2021 Q2,Visa,All other institutions,EU 14,Italy,67
2021,2021 Q2,Visa,All other institutions,America Central and South,Jamaica,1
2021,2021 Q2,Visa,All other institutions,Asia East,Japan,56
2021,2021 Q2,Visa,All other institutions,Middle East,Jordan,7
2021,2021 Q2,Visa,All other institutions,Asia Central,Kazakhstan,32
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Kenya,13
2021,2021 Q2,Visa,All other institutions,Middle East,Kuwait,35
2021,2021 Q2,Visa,All other institutions,Asia Central,Kyrgyzstan,1
2021,2021 Q2,Visa,All other institutions,Middle East,Lebanon,9
2021,2021 Q2,Visa,All other institutions,Africa North,Libya,2
2021,2021 Q2,Visa,All other institutions,EU 14,Luxembourg,1
2021,2021 Q2,Visa,All other institutions,Asia East,Macau,2
2021,2021 Q2,Visa,All other institutions,Asia South East,Malaysia,18
2021,2021 Q2,Visa,All other institutions,Asia South,Maldives,1
2021,2021 Q2,Visa,All other institutions,EU Other,Malta,3
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Mauritius,1
2021,2021 Q2,Visa,All other institutions,America Central and South,Mexico,94
2021,2021 Q2,Visa,All other institutions,Europe Other,Moldova,1
2021,2021 Q2,Visa,All other institutions,Asia East,Mongolia,1
2021,2021 Q2,Visa,All other institutions,Europe Other,Montenegro,1
2021,2021 Q2,Visa,All other institutions,Africa North,Morocco,9
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Mozambique,4
2021,2021 Q2,Visa,All other institutions,Asia South East,Myanmar (Burma),12
2021,2021 Q2,Visa,All other institutions,Asia South,Nepal,1
2021,2021 Q2,Visa,All other institutions,EU 14,Netherlands,15
2021,2021 Q2,Visa,All other institutions,Oceania,New Zealand,3
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Nigeria,85
2021,2021 Q2,Visa,All other institutions,Europe Other,North Macedonia,1
2021,2021 Q2,Visa,All other institutions,Europe Other,Norway,6
2021,2021 Q2,Visa,All other institutions,Middle East,Occupied Palestinian Territories,1
2021,2021 Q2,Visa,All other institutions,Middle East,Oman,6
2021,2021 Q2,Visa,All other institutions,Asia South,Pakistan,132
2021,2021 Q2,Visa,All other institutions,America Central and South,Panama,1
2021,2021 Q2,Visa,All other institutions,America Central and South,Peru,6
2021,2021 Q2,Visa,All other institutions,Asia South East,Philippines,2
2021,2021 Q2,Visa,All other institutions,EU 8,Poland,8
2021,2021 Q2,Visa,All other institutions,EU 14,Portugal,11
2021,2021 Q2,Visa,All other institutions,Middle East,Qatar,14
2021,2021 Q2,Visa,All other institutions,EU 2,Romania,17
2021,2021 Q2,Visa,All other institutions,Europe Other,Russia,112
2021,2021 Q2,Visa,All other institutions,Middle East,Saudi Arabia,61
2021,2021 Q2,Visa,All other institutions,Europe Other,Serbia,5
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Seychelles,2
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Sierra Leone,3
2021,2021 Q2,Visa,All other institutions,Asia South East,Singapore,33
2021,2021 Q2,Visa,All other institutions,EU 8,Slovakia,1
2021,2021 Q2,Visa,All other institutions,EU 8,Slovenia,3
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,South Africa,14
2021,2021 Q2,Visa,All other institutions,Asia East,South Korea,36
2021,2021 Q2,Visa,All other institutions,EU 14,Spain,195
2021,2021 Q2,Visa,All other institutions,Asia South,Sri Lanka,7
2021,2021 Q2,Visa,All other institutions,America Central and South,St Kitts and Nevis,3
2021,2021 Q2,Visa,All other institutions,America Central and South,St Lucia,2
2021,2021 Q2,Visa,All other institutions,America Central and South,St Vincent and the Grenadines,1
2021,2021 Q2,Visa,All other institutions,Africa North,Sudan,1
2021,2021 Q2,Visa,All other institutions,EU 14,Sweden,8
2021,2021 Q2,Visa,All other institutions,Europe Other,Switzerland,26
2021,2021 Q2,Visa,All other institutions,Middle East,Syria,2
2021,2021 Q2,Visa,All other institutions,Asia East,Taiwan,18
2021,2021 Q2,Visa,All other institutions,Asia South East,Thailand,43
2021,2021 Q2,Visa,All other institutions,America Central and South,Trinidad and Tobago,1
2021,2021 Q2,Visa,All other institutions,Africa North,Tunisia,3
2021,2021 Q2,Visa,All other institutions,Europe Other,Turkey,29
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Uganda,2
2021,2021 Q2,Visa,All other institutions,Europe Other,Ukraine,35
2021,2021 Q2,Visa,All other institutions,Middle East,United Arab Emirates,14
2021,2021 Q2,Visa,All other institutions,America North,United States,448
2021,2021 Q2,Visa,All other institutions,America Central and South,Uruguay,1
2021,2021 Q2,Visa,All other institutions,Asia Central,Uzbekistan,6
2021,2021 Q2,Visa,All other institutions,Asia South East,Vietnam,18
2021,2021 Q2,Visa,All other institutions,Middle East,Yemen,4
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Zambia,3
2021,2021 Q2,Visa,All other institutions,Africa Sub-Saharan,Zimbabwe,6
2021,2021 Q2,Extensions of stay,All other institutions,Asia Central,Afghanistan,1
2021,2021 Q2,Extensions of stay,All other institutions,Africa North,Algeria,2
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Angola,1
2021,2021 Q2,Extensions of stay,All other institutions,America Central and South,Antigua and Barbuda,1
2021,2021 Q2,Extensions of stay,All other institutions,Oceania,Australia,2
2021,2021 Q2,Extensions of stay,All other institutions,Europe Other,Azerbaijan,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia South,Bangladesh,2
2021,2021 Q2,Extensions of stay,All other institutions,America Central and South,Brazil,1
2021,2021 Q2,Extensions of stay,All other institutions,America North,Canada,2
2021,2021 Q2,Extensions of stay,All other institutions,Asia East,China,69
2021,2021 Q2,Extensions of stay,All other institutions,Africa North,Egypt,1
2021,2021 Q2,Extensions of stay,All other institutions,EU 14,France,2
2021,2021 Q2,Extensions of stay,All other institutions,EU 14,Germany,10
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Ghana,2
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Guinea,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia East,Hong Kong,46
2021,2021 Q2,Extensions of stay,All other institutions,Asia South,India,19
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Iran,2
2021,2021 Q2,Extensions of stay,All other institutions,EU 14,Italy,3
2021,2021 Q2,Extensions of stay,All other institutions,Asia East,Japan,8
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Jordan,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia Central,Kazakhstan,1
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Kenya,1
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Kuwait,2
2021,2021 Q2,Extensions of stay,All other institutions,Asia Central,Kyrgyzstan,1
2021,2021 Q2,Extensions of stay,All other institutions,EU 8,Latvia,1
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Lebanon,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia South East,Malaysia,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia South,Maldives,1
2021,2021 Q2,Extensions of stay,All other institutions,America Central and South,Mexico,2
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Nigeria,9
2021,2021 Q2,Extensions of stay,All other institutions,Asia South,Pakistan,4
2021,2021 Q2,Extensions of stay,All other institutions,Asia South East,Philippines,1
2021,2021 Q2,Extensions of stay,All other institutions,EU 8,Poland,1
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Qatar,1
2021,2021 Q2,Extensions of stay,All other institutions,Europe Other,Russia,3
2021,2021 Q2,Extensions of stay,All other institutions,Middle East,Saudi Arabia,9
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,Seychelles,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia South East,Singapore,4
2021,2021 Q2,Extensions of stay,All other institutions,Africa Sub-Saharan,South Africa,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia East,South Korea,6
2021,2021 Q2,Extensions of stay,All other institutions,EU 14,Spain,12
2021,2021 Q2,Extensions of stay,All other institutions,Europe Other,Switzerland,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia East,Taiwan,1
2021,2021 Q2,Extensions of stay,All other institutions,Asia South East,Thailand,4
2021,2021 Q2,Extensions of stay,All other institutions,Europe Other,Turkey,2
