Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Guatemala,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Guyana,50
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Jamaica,59
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Mexico,92
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Panama,3
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Paraguay,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Peru,21
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,St. Kitts and Nevis,3
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,St. Lucia,7
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,22
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,60
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Uruguay,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Venezuela,9
2021,2021 Q3,Visa,Worker (Previously Tier 2),America North,Canada,344
2021,2021 Q3,Visa,Worker (Previously Tier 2),America North,United States,1316
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia Central,Afghanistan,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia Central,Kazakhstan,29
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia Central,Tajikistan,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia Central,Uzbekistan,7
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,China,491
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,Hong Kong,61
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,Japan,243
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,Korea (North),3
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,Korea (South),140
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia East,Taiwan,56
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Bangladesh,106
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Bhutan,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,India,8467
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Maldives,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Nepal,134
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Pakistan,541
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South,Sri Lanka,108
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Brunei,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Burma,25
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Indonesia,52
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Malaysia,230
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Philippines,1441
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Singapore,102
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Thailand,30
2021,2021 Q3,Visa,Worker (Previously Tier 2),Asia South East,Vietnam,30
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Austria,49
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Belgium,127
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Denmark,91
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Finland,44
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,France,812
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Germany,454
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Greece,129
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Italy,560
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Luxembourg,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Netherlands,209
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Portugal,142
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Spain,438
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 14,Sweden,118
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 2,Bulgaria,38
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 2,Romania,104
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Czech Republic,33
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Estonia,9
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Hungary,48
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Latvia,10
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Lithuania,16
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Poland,171
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Slovakia,16
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU 8,Slovenia,8
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU Other,Croatia,25
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU Other,Cyprus,20
2021,2021 Q3,Visa,Worker (Previously Tier 2),EU Other,Malta,22
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Albania,48
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Armenia,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Azerbaijan,19
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Belarus,37
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Cyprus (Northern part of),2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Georgia,11
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Iceland,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Macedonia,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Moldova,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Montenegro,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Norway,42
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Russia,303
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Serbia,23
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Switzerland,70
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Turkey,294
2021,2021 Q3,Visa,Worker (Previously Tier 2),Europe Other,Ukraine,103
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Bahrain,19
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Iran,99
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Iraq,27
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Israel,52
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Jordan,71
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Kuwait,14
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Lebanon,88
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,38
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Oman,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Qatar,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Saudi Arabia,18
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Syria,18
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,United Arab Emirates,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),Middle East,Yemen,7
2021,2021 Q3,Visa,Worker (Previously Tier 2),Oceania,Australia,279
2021,2021 Q3,Visa,Worker (Previously Tier 2),Oceania,Kiribati,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Oceania,New Zealand,48
2021,2021 Q3,Visa,Worker (Previously Tier 2),Oceania,Palau,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other,British overseas citizens,14
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other,Other and unknown,8
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other,Pitcairn Islands (British),1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other,Refugee,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other,Stateless,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa North,Algeria,5
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa North,Egypt,24
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa North,Morocco,19
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa North,Sudan,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa North,Tunisia,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Angola,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Botswana,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burkina,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burundi,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cameroon,22
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Congo,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Eritrea,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ethiopia,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,"Gambia, The",1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,55
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Guinea,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ivory Coast,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,27
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Liberia,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mali,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mauritius,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Namibia,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,177
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Rwanda,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Senegal,4
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sierra Leone,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,75
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sudan (South),15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Tanzania,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Uganda,22
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zambia,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,26
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Argentina,15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Bolivia,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Brazil,98
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Chile,15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Colombia,23
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Cuba,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominican Republic,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Ecuador,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Guatemala,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Jamaica,21
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Mexico,27
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Nicaragua,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Panama,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Paraguay,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Peru,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Trinidad and Tobago,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,4
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America North,Canada,93
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),America North,United States,626
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Afghanistan,5
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,135
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kyrgyzstan,131
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Tajikistan,376
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Turkmenistan,10
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia Central,Uzbekistan,377
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,China,268
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,Japan,55
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (North),1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (South),30
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia East,Taiwan,12
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South,India,824
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South,Nepal,17
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South,Pakistan,130
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,46
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Brunei,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Burma,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,7
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,16
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Philippines,26
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Singapore,8
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Thailand,14
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Asia South East,Vietnam,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Austria,26
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Belgium,38
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Denmark,29
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Finland,10
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,France,380
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Germany,564
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Greece,5
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Italy,88
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Netherlands,68
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Portugal,21
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Spain,191
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 14,Sweden,36
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 2,Bulgaria,52
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 2,Romania,56
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Czech Republic,49
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Estonia,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Hungary,15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Latvia,4
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Lithuania,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Poland,80
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Slovakia,5
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU 8,Slovenia,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU Other,Croatia,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),EU Other,Malta,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Albania,53
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Armenia,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Azerbaijan,17
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Belarus,90
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Georgia,15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Kosovo,29
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Macedonia,49
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Moldova,112
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Montenegro,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Norway,22
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Russia,712
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Serbia,8
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Switzerland,29
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Turkey,41
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,5314
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Iran,11
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Iraq,13
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Israel,30
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Jordan,10
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Kuwait,4
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Lebanon,7
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Occupied Palestinian Territories,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Oman,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Qatar,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Saudi Arabia,9
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,Syria,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Middle East,United Arab Emirates,3
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Oceania,Australia,23
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Oceania,Fiji,2
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Oceania,New Zealand,12
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Oceania,Samoa,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Oceania,Tonga,1
